date,feed,ep_num,title,movie,guest
2021-05-21T04:00:03+00:00,patreon,102,Twilight,Twilight,
2021-05-23T04:00:00+00:00,main,325,Higher Learning with Micah Peters,Higher Learning,Micah Peters
2021-05-30T04:00:00+00:00,main,326,Rosewood with Jamelle Bouie,Rosewood,Jamelle Bouie
2021-06-01T04:00:04+00:00,patreon,103,New Moon with Chris Weitz,New Moon,Chris Weitz
2021-06-06T04:00:00+00:00,main,327a,Shaft with Demi Adejuyigbe,Shaft,Demi Adejuyigbe
2021-06-06T04:00:00+00:00,main,327b,Shaft with Demi Adejuyigbe,Shaft,Demi Adejuyigbe
2021-06-06T04:00:00+00:00,main,327c,Shaft with Demi Adejuyigbe,Shaft,Demi Adejuyigbe
2021-06-11T04:01:00+00:00,patreon,104,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,
2021-06-13T04:00:00+00:00,main,328,Baby Boy with Ayo Edebiri,Baby Boy,Ayo Edebiri
2021-06-20T04:00:00+00:00,main,329,2 Fast 2 Furious with Jon Gabrus,2 Fast 2 Furious,Jon Gabrus
2021-06-21T04:00:02+00:00,patreon,105,Eclipse,Eclipse,
2021-06-27T04:00:00+00:00,main,330,Four Brothers with Jonathan Braylock,Four Brothers,Jonathan Braylock
2021-07-01T04:00:05+00:00,patreon,106,Breaking Dawn – Part 1,Breaking Dawn – Part 1,
2021-07-04T04:00:00+00:00,main,331,Abduction with Jason Concepcion,Abduction,Jason Concepcion
2021-07-11T04:00:00+00:00,main,332,Joe Dirt,Joe Dirt,
2021-07-11T04:00:02+00:00,patreon,107,The Host,The Host,
2021-07-18T06:00:00+00:00,main,333,Clifford 2: Hyper-Clifford with Tom Scharpling,Clifford 2: Hyper-Clifford,Tom Scharpling
2021-07-21T04:00:03+00:00,patreon,108,Breaking Dawn: Part 2,Breaking Dawn: Part 2,
2021-07-25T04:00:00+00:00,main,334,Space Jam: A New Legacy with James Newman,Space Jam: A New Legacy,James Newman
2021-08-01T04:00:00+00:00,main,335,Old with Marie Bardi,Old,Marie Bardi
2021-08-01T04:01:04+00:00,patreon,109,Pitch Black,Pitch Black,
2021-08-08T04:00:00+00:00,main,336,Dark Star with Emily Yoshida,Dark Star,Emily Yoshida
2021-08-11T05:06:29+00:00,patreon,110,F9: Our Return to Theaters,F9,
2021-08-15T04:00:00+00:00,main,337,Assault on Precinct 13 with April Wolfe,Assault on Precinct 13,April Wolfe
2021-08-21T04:48:44+00:00,patreon,111,The Chronicles of Riddick,The Chronicles of Riddick,
2021-08-22T04:00:00+00:00,main,338,Halloween with Alex Ross Perry,Halloween,Alex Ross Perry
2021-08-29T04:00:00+00:00,main,339,The Fog with Nia DaCosta,The Fog,Nia DaCosta
2021-09-01T04:01:03+00:00,patreon,112,Riddick,Riddick,
2021-09-05T04:00:00+00:00,main,340,Escape from New York with Karen Han,Escape from New York,Karen Han
2021-09-11T04:01:01+00:00,patreon,113,Someone's Watching Me!,Someone's Watching Me!,
2021-09-12T04:00:00+00:00,main,341a,The Thing with Emily VanDerWerff,The Thing,Emily VanDerWerff
2021-09-12T04:00:00+00:00,main,341b,The Thing with Emily VanDerWerff,The Thing from Another World,Emily VanDerWerff
2021-09-19T04:00:00+00:00,main,342,Christine with Scott Wampler & Eric Vespe,Christine,Scott Wampler & Eric Vespe
2021-09-22T04:00:24+00:00,patreon,115,The Mummy (1999),The Mummy (1999),
2021-09-26T04:00:00+00:00,main,343,Starman with Katey Rich,Starman,Katey Rich
2021-10-01T04:00:04+00:00,patreon,116,The Mummy Returns,The Mummy Returns,
2021-10-03T04:00:00+00:00,main,344,Big Trouble in Little China with Jason Mantzoukas & Paul Scheer,Big Trouble in Little China,Jason Mantzoukas & Paul Scheer
2021-10-10T04:00:00+00:00,main,345,Prince of Darkness with Keith Phipps,Prince of Darkness,Keith Phipps
2021-10-11T04:00:03+00:00,patreon,117,Elvis with Layne Montgomery & Aidan Shepard,Elvis,Layne Montgomery & Aidan Shepard
2021-10-17T04:00:00+00:00,main,346,They Live! with Mike Mitchell & Nick Wiger,They Live!,Mike Mitchell & Nick Wiger
2021-10-17T06:01:00+00:00,patreon,118,They Live! with Mike Mitchell & Nick Wiger (Sunglasses Edition),They Live!,Mike Mitchell & Nick Wiger (Sunglasses Edition)
2021-10-21T04:00:03+00:00,patreon,119,The Mummy: Tomb of the Dragon Emperor,The Mummy: Tomb of the Dragon Emperor,
2021-10-24T04:00:00+00:00,main,347,Memoirs of an Invisible Man with Alan Sepinwall,Memoirs of an Invisible Man,Alan Sepinwall
2021-10-31T04:00:00+00:00,main,348,In the Mouth of Madness with Angelica Jade Bastién,In the Mouth of Madness,Angelica Jade Bastién
2021-11-01T04:00:07+00:00,patreon,120,The Mummy (2017),The Mummy (2017),
2021-11-07T04:00:00+00:00,main,349,Village of the Damned with Amy Nicholson,Village of the Damned,Amy Nicholson
2021-11-11T05:01:01+00:00,patreon,121a,The Scorpion King (and NOT Body Bags),The Scorpion King,
2021-11-11T05:01:01+00:00,patreon,121b,The Scorpion King (and NOT Body Bags),Body Bags,
2021-11-14T05:02:31+00:00,main,350,Escape from L.A. with Matt Gourley & Paul Rust,Escape from L.A.,Matt Gourley & Paul Rust
2021-11-21T05:00:00+00:00,main,351,John Carpenter’s Vampires with David Ehrlich,John Carpenter’s Vampires,David Ehrlich
2021-11-21T05:01:49+00:00,patreon,122,The Santa Clause,The Santa Clause,
2021-11-28T05:00:00+00:00,main,352,Ghosts of Mars with Dave Schilling & Jonah Ray,Ghosts of Mars,Dave Schilling & Jonah Ray
2021-12-01T05:00:10+00:00,patreon,123,The Santa Clause 2,The Santa Clause 2,
2021-12-05T05:00:00+00:00,main,353,The Ward with Drew McWeeny,The Ward,Drew McWeeny
2021-12-12T06:00:01+00:00,main,354,Benedetta with Marie Bardi,Benedetta,Marie Bardi
2021-12-19T05:00:00+00:00,main,355,West Side Story (2021),West Side Story (2021),
2021-12-21T05:00:41+00:00,patreon,125,The Santa Clause 3,The Santa Clause 3,
2022-01-01T05:00:07+00:00,patreon,126,Ghostbusters,Ghostbusters,
2022-01-02T08:00:01+00:00,main,356,The Matrix Resurrections,The Matrix Resurrections,
2022-01-09T05:00:00+00:00,main,357,Two Friends,Two Friends,
2022-01-16T05:00:00+00:00,main,358,Sweetie with Sarah-Violet Bliss,Sweetie,Sarah-Violet Bliss
2022-01-21T05:00:02+00:00,patreon,128,Ghostbusters II,Ghostbusters II,
2022-01-23T05:00:00+00:00,main,359,An Angel at My Table with Dana Stevens,An Angel at My Table,Dana Stevens
2022-01-30T05:00:00+00:00,main,360,The Piano with Esther Zuckerman,The Piano,Esther Zuckerman
2022-02-01T04:59:09+00:00,patreon,129,Ghostbusters: Answer the Call,Ghostbusters: Answer the Call,
2022-02-06T05:00:00+00:00,main,361,The Portrait of a Lady with Marie Bardi,The Portrait of a Lady,Marie Bardi
2022-02-11T05:01:02+00:00,patreon,130,Top of the Lake with Sonia Saraiya,Top of the Lake,Sonia Saraiya
2022-02-13T05:00:00+00:00,main,362,Holy Smoke! with Kyle Buchanan,Holy Smoke!,Kyle Buchanan
2022-02-20T05:00:00+00:00,main,363,In the Cut with Jourdain Searles,In the Cut,Jourdain Searles
2022-02-21T05:01:01+00:00,patreon,131,Ghostbusters: Afterlife,Ghostbusters: Afterlife,
2022-02-27T05:00:00+00:00,main,364,Bright Star with Fran Hoepfner,Bright Star,Fran Hoepfner
2022-03-01T06:16:10+00:00,patreon,133,The Matrix,The Matrix,
2022-03-06T05:00:00+00:00,main,365,The Power of The Dog with Richard Lawson,The Power of The Dog,Richard Lawson
2022-03-11T05:00:32+00:00,patreon,134,Top of the Lake: China Girl with Alan Sepinwall,Top of the Lake: China Girl,Alan Sepinwall
2022-03-20T04:00:00+00:00,main,367,The Evil Dead,The Evil Dead,
2022-03-21T04:05:02+00:00,patreon,136,The Matrix Reloaded,The Matrix Reloaded,
2022-03-27T04:00:00+00:00,main,368,Crimewave with Brendan Hines,Crimewave,Brendan Hines
2022-04-01T04:00:06+00:00,patreon,138,The Matrix Revolutions,The Matrix Revolutions,
2022-04-03T04:00:00+00:00,main,369,Evil Dead II with John Hodgman,Evil Dead II,John Hodgman
2022-04-10T04:00:00+00:00,main,370,Darkman with Chris Weitz,Darkman,Chris Weitz
2022-04-11T04:01:02+00:00,patreon,139,Evil Dead (2013) with Marie Bardi,Evil Dead (2013),Marie Bardi
2022-04-17T04:00:00+00:00,main,371,Army of Darkness with Eva Anderson,Army of Darkness,Eva Anderson
2022-04-21T06:30:10+00:00,patreon,140,The Matrix Resurrections,The Matrix Resurrections,
2022-04-24T04:00:00+00:00,main,372,The Quick and The Dead with Roman Mars,The Quick and The Dead,Roman Mars
2022-05-01T04:00:00+00:00,main,373,A Simple Plan with Kevin Smith,A Simple Plan,Kevin Smith
2022-05-01T04:35:48+00:00,patreon,141,Batman (1966),Batman (1966),
2022-05-08T04:00:00+00:00,main,374,For Love of the Game with Olivia Craighead,For Love of the Game,Olivia Craighead
2022-05-15T04:00:00+00:00,main,375,The Gift with Starlee Kine,The Gift,Starlee Kine
2022-05-21T04:01:00+00:00,patreon,143,Batman: Mask of the Phantasm,Batman: Mask of the Phantasm,
2022-05-22T04:00:00+00:00,main,376,Spider-Man with Matt Singer,Spider-Man,Matt Singer
2022-05-29T04:00:00+00:00,main,377,Spider-Man 2 with Chris Gethard,Spider-Man 2,Chris Gethard
2022-06-01T05:30:01+00:00,patreon,144,Batman Forever,Batman Forever,
2022-06-05T04:00:00+00:00,main,378,Spider-Man 3 with Jamelle Bouie,Spider-Man 3,Jamelle Bouie
2022-06-11T04:01:01+00:00,patreon,145,"OLD DOGS - Blank Check LIVE! at the Bell House (May 12, 2022)",Old Dogs,
2022-06-12T04:00:00+00:00,main,379,Drag Me to Hell with Jamie Loftus & Caitlin Durante,Drag Me to Hell,Jamie Loftus & Caitlin Durante
2022-06-19T04:00:00+00:00,main,380,Oz the Great and Powerful with Dana Schwartz,Oz the Great and Powerful,Dana Schwartz
2022-06-21T04:01:00+00:00,patreon,146,Batman & Robin,Batman & Robin,
2022-06-26T04:00:00+00:00,main,381,Doctor Strange in the Multiverse of Madness with Patrick Willems,Doctor Strange in the Multiverse of Madness,Patrick Willems
2022-07-01T04:01:03+00:00,patreon,148,Batman v Superman: Dawn of Justice (Ultimate Edition),Batman v Superman: Dawn of Justice - Ultimate Edition,
2022-07-01T04:01:27+00:00,patreon,149,Batman v Superman: Dawn of Justice - The Lost Episode (Remastered),Batman v Superman: Dawn of Justice - The Lost Episode,
2022-07-03T04:01:00+00:01,main,382,Sweet Charity,Sweet Charity,
2022-07-10T04:01:00+00:01,main,383,Cabaret,Cabaret,
2022-07-11T20:25:09+00:00,patreon,151,Liza with a Z,Liza with a Z,a Z
2022-07-17T04:01:00+00:01,main,384,Lenny,Lenny,
2022-07-21T20:25:09+00:00,patreon,152,Lego Batman,Lego Batman,
2022-07-24T04:01:00+00:01,main,385,All That Jazz,All That Jazz,
2022-07-31T04:01:00+00:01,main,386,Star 80,Star 80,
2022-08-01T20:25:09+00:00,patreon,153,The Batman,The Batman,
2022-08-07T20:25:09+00:00,main,387a,Fear and Desire,Fear and Desire,
2022-08-07T20:25:09+00:00,main,387b,Killer's Kiss,Killer's Kiss,
2022-08-11T20:25:09+00:00,patreon,154,Sully,Sully,
2022-08-14T20:25:09+00:00,main,388,The Killing,The Killing,
2022-08-21T20:25:09+00:00,main,389,Paths of Glory,Paths of Glory,
2022-08-21T20:25:09+00:00,patreon,155,Live and Let Die,Live and Let Die,
2022-08-28T20:25:09+00:00,main,390,Spartacus,Spartacus,
2022-09-01T20:25:09+00:00,patreon,156,The Man with the Golden Gun,The Man with the Golden Gun,the Golden Gun
2022-09-03T20:25:09+00:00,main,391,Lolita,Lolita,
2022-09-11T20:25:09+00:00,main,392,Three Thousand Years of Longing,Three Thousand Years of Longing,
2022-09-11T20:25:09+00:00,patreon,157,The Spy Who Loved Me,The Spy Who Loved Me,
2022-09-18T20:25:09+00:00,main,393,Pinocchio (2022),Pinocchio (2022),
2022-09-21T20:25:09+00:00,patreon,158,"Confess, Fletch","Confess, Fletch",
2022-09-25T20:25:09+00:00,main,394,The Woman King,The Woman King,
2022-10-01T20:25:09+00:00,patreon,159,Moonraker,Moonraker,
2022-10-02T20:25:09+00:00,main,395,Dr. Strangelove,Dr. Strangelove,
2022-10-09T20:25:09+00:00,main,396,2001: A Space Odyssey,2001: A Space Odyssey,
2022-10-11T20:25:09+00:00,patreon,160,For Your Eyes Only,For Your Eyes Only,
2022-10-16T20:25:09+00:00,main,397,A Clockwork Orange,A Clockwork Orange,
2022-10-21T20:25:09+00:00,patreon,161,2010: The Year We Make Contact,2010: The Year We Make Contact,
2022-10-23T20:25:09+00:00,main,398,Barry Lyndon,Barry Lyndon,
2022-10-30T20:25:09+00:00,main,399,The Shining,The Shining,
2022-11-01T20:25:09+00:00,patreon,162,Octopussy,Octopussy,
2022-11-06T20:25:09+00:00,main,400,Full Metal Jacket,Full Metal Jacket,
2022-11-11T20:25:09+00:00,patreon,163,Doctor Sleep,Doctor Sleep,
2022-11-13T20:25:09+00:00,main,401,Eyes Wide Shut,Eyes Wide Shut,
2022-11-20T20:25:09+00:00,main,402,The Fabelmans,The Fabelmans,
2022-11-21T20:25:09+00:00,patreon,164,A View to a Kill,A View to a Kill,
2022-11-27T20:25:09+00:00,main,403,The Nightmare Before Christmas,The Nightmare Before Christmas,
2022-12-01T20:25:09+00:00,patreon,165,National Treasure,National Treasure,
2022-12-04T20:25:09+00:00,main,404,James and the Giant Peach,James and the Giant Peach,
2022-12-11T20:25:09+00:00,main,405,Monkeybone,Monkeybone,
2022-12-18T20:25:09+00:00,main,406,Avatar: The Way of Water,Avatar: The Way of Water,
2022-12-21T20:25:09+00:00,patreon,166,National Treasure: Book of Secrets,National Treasure: Book of Secrets,
2023-01-01T20:25:09+00:00,patreon,167,Koyaanisqatsi,Koyaanisqatsi
2023-01-08T20:25:09+00:00,main,407,Coraline,Coraline,
2023-01-15T20:25:09+00:00,main,408,Wendell & Wild,Wendell & Wild,
2023-01-21T20:25:09+00:00,patreon,169,Powaqqatsi,Powaqqatsi
2023-01-22T20:25:09+00:00,main,409,Shallow Grave,Shallow Grave
2023-01-29T20:25:09+00:00,main,410,Trainspotting,Trainspotting
2023-02-01T20:25:09+00:00,patreon,170,Naqoyqatsi,Naqoyqatsi
2023-02-05T20:25:09+00:00,main,411,A Life Less Ordinary,A Life Less Ordinary
2023-02-11T20:25:09+00:00,patreon,171,Street Fighter,Street Fighter
2023-02-12T20:25:09+00:00,main,412,Knock at the Cabin,Knock at the Cabin
2023-02-19T20:25:09+00:00,main,413,The Beach,The Beach
2023-02-21T20:25:09+00:00,patreon,172,Men in Black,Men in Black
2023-02-26T20:25:09+00:00,main,414,28 Days Later,28 Days Later
2023-03-01T20:25:09+00:00,patreon,173,Men in Black 2,Men in Black 2
2023-03-11T20:25:09+00:00,patreon,174,28 Weeks Later,28 Weeks Later
2023-03-12T20:25:09+00:00,main,416,Millions,Millions
2023-03-19T20:25:09+00:00,main,417,Sunshine,Sunshine
2023-02-21T20:25:09+00:00,patreon,175,Men in Black 3,Men in Black 3
2023-03-26T20:25:09+00:00,main,418,Slumdog Millionaire,Slumdog Millionaire
2023-04-01T20:25:09+00:00,patreon,176,Men in Black: International,Men in Black: International
2023-04-02T20:25:09+00:00,main,419,127 Hours,127 Hours
2023-04-09T20:25:09+00:00,main,420,Trance,Trance
2023-04-11T20:25:09+00:00,patreon,177,London 2012 Olympic Opening Ceremony: Isles of Wonder,London 2012 Olympic Opening Ceremony: Isles of Wonder
2023-04-16T20:25:09+00:00,main,421,Steve Jobs,Steve Jobs
2023-04-21T20:25:09+00:00,patreon,178,Planet of the Apes,Planet of the Apes,
2023-04-23T20:25:09+00:00,main,422,T2 Trainspotting,T2 Trainspotting
2023-04-30T20:25:09+00:00,main,423,Yesterday,Yesterday
2023-05-01T20:25:09+00:00,patreon,179,Beneath the Planet of the Apes,Beneath the Planet of the Apes,
2023-05-07T20:25:09+00:00,main,424a,Three Ages,Three Ages
2023-05-07T20:25:09+00:00,main,424b,Our Hospitality,Our Hospitality
2023-05-14T20:25:09+00:00,main,425a,Sherlock Jr.,Sherlock Jr.
2023-05-14T20:25:09+00:00,main,425b,The Navigator,The Navigator
2023-05-21T20:25:09+00:00,patreon,181,Escape from the Planet of the Apes,Escape from the Planet of the Apes,
2023-05-21T20:25:09+00:00,main,426a,Seven Chances,Seven Chances
2023-05-21T20:25:09+00:00,main,426b,Go West,Go West
2023-05-28T20:25:09+00:00,main,427a,Battling Butler,Battling Butler
2023-05-28T20:25:09+00:00,main,427b,The General,The General
2023-06-01T20:25:09+00:00,patreon,182,Conquest of the Planet of the Apes,Conquest of the Planet of the Apes,
2023-06-04T20:25:09+00:00,main,428a,College,College
2023-06-04T20:25:09+00:00,main,428b,Steamboat Bill Jr.,Steamboat Bill Jr.
2023-06-11T20:25:09+00:00,main,429a,The Cameraman,The Cameraman
2023-06-11T20:25:09+00:00,main,429b,Spite Marriage,Spite Marriage
2023-06-18T20:25:09+00:00,main,430,The Moon Is... the Sun's Dream,The Moon Is... the Sun's Dream
2023-06-21T20:25:09+00:00,patreon,184,Battle for the Planet of the Apes,Battle for the Planet of the Apes,
2023-06-25T20:25:09+00:00,main,431,Trio,Trio
2023-07-01T20:25:09+00:00,patreon,185,Ocean's Eleven (1960),Ocean's Eleven (1960),
2023-07-02T20:25:09+00:00,main,432,Joint Security Area,Joint Security Area
2023-07-21T20:25:09+00:00,patreon,187,Ocean's Eleven (2001),Ocean's Eleven (2001),
2023-07-09T20:25:09+00:00,main,433,Sympathy for Mr. Vengeance,Sympathy for Mr. Vengeance
2023-07-16T20:25:09+00:00,main,434,Oldboy,Oldboy
2023-07-23T20:25:09+00:00,main,435,Sympathy for Lady Vengeance,Sympathy for Lady Vengeance
2023-07-30T20:25:09+00:00,main,436,"I'm a Cyborg, But That's OK","I'm a Cyborg, But That's OK"
2023-08-01T20:25:09+00:00,patreon,188,Ocean's Twelve,Ocean's Twelve,
2023-08-06T20:25:09+00:00,main,437,Thirst,Thirst
2023-08-13T20:25:09+00:00,main,438,Stoker,Stoker
2023-08-20T20:25:09+00:00,main,439,The Handmaiden,The Handmaiden
2023-08-21T20:25:09+00:00,patreon,190,Ocean's Thirteen,Ocean's Thirteen,
2023-08-27T20:25:09+00:00,main,440,Decision to Leave,Decision to Leave
2023-09-01T20:25:09+00:00,patreon,191,Ocean's Eight,Ocean's Eight,
